ts,temp_c,label
1700000227,26.633,off_person
1700000228,26.594,off_person
1700000229,26.486,off_person
1700000230,26.665,off_person
1700000231,26.461,off_person
1700000232,26.774,off_person
1700000233,26.428,off_person
1700000234,26.059,off_person
1700000235,26.278,off_person
1700000236,26.176,off_person
1700000237,26.560,off_person
1700000238,26.116,off_person
1700000239,26.304,off_person
1700000240,26.005,off_person
1700000241,26.778,off_person
1700000242,26.504,off_person
1700000243,26.577,off_person
1700000244,26.573,off_person
1700000245,26.537,off_person
1700000246,26.033,off_person
1700000247,26.178,off_person
1700000248,26.213,off_person
1700000249,26.592,off_person
1700000250,26.132,off_person
1700000251,26.184,off_person
1700000252,26.211,off_person
1700000253,26.366,off_person
1700000254,26.134,off_person
1700000255,26.293,off_person
1700000256,26.747,off_person
1700000257,26.599,off_person
1700000258,26.073,off_person
1700000259,26.638,off_person
1700000260,26.542,off_person
1700000261,26.621,off_person
1700000262,26.233,off_person
1700000263,26.684,off_person
1700000264,26.749,off_person
1700000265,26.296,off_person
1700000266,26.314,off_person
1700000267,26.315,off_person
1700000268,26.727,off_person
1700000269,26.202,off_person
1700000270,26.007,off_person
1700000271,26.070,off_person
1700000272,26.106,off_person
1700000273,26.009,off_person
1700000274,26.089,off_person
1700000275,26.429,off_person
1700000276,26.139,off_person
1700000277,26.713,off_person
1700000278,26.453,off_person
1700000279,26.254,off_person
1700000280,26.408,off_person
1700000281,26.248,off_person
1700000282,26.551,off_person
1700000283,26.677,off_person
1700000284,26.334,off_person
1700000285,26.703,off_person
1700000286,26.646,off_person
1700000287,26.587,off_person
1700000288,26.720,off_person
1700000289,26.525,off_person
1700000290,26.089,off_person
1700000291,26.693,off_person
1700000292,26.664,off_person
1700000293,26.138,off_person
1700000294,26.354,off_person
1700000295,26.404,off_person
1700000296,26.700,off_person
1700000297,26.145,off_person
1700000298,26.563,off_person
1700000299,26.291,off_person
1700000300,27.714,on_person
1700000301,27.168,on_person
1700000302,27.258,on_person
1700000303,27.641,on_person
1700000304,27.129,on_person
1700000305,27.302,on_person
1700000306,27.708,on_person
1700000307,27.175,on_person
1700000308,27.759,on_person
1700000309,27.126,on_person
1700000310,27.470,on_person
1700000311,27.435,on_person
1700000312,27.763,on_person
1700000313,27.363,on_person
1700000314,27.399,on_person
1700000315,27.540,on_person
1700000316,27.420,on_person
1700000317,27.336,on_person
1700000318,27.625,on_person
1700000319,27.217,on_person
1700000320,27.369,on_person
1700000321,27.461,on_person
1700000322,27.284,on_person
1700000323,27.362,on_person
1700000324,27.323,on_person
1700000325,27.752,on_person
1700000326,27.120,on_person
1700000327,27.221,on_person
1700000328,27.326,on_person
1700000329,27.209,on_person
1700000330,27.792,on_person
1700000331,27.829,on_person
1700000332,27.799,on_person
1700000333,27.185,on_person
1700000334,27.759,on_person
1700000335,27.807,on_person
1700000336,27.675,on_person
1700000337,27.793,on_person
1700000338,27.429,on_person
1700000339,27.647,on_person
1700000340,27.760,on_person
1700000341,27.565,on_person
1700000342,27.195,on_person
1700000343,27.338,on_person
1700000344,27.242,on_person
1700000345,27.592,on_person
1700000346,27.388,on_person
1700000347,27.658,on_person
1700000348,27.710,on_person
1700000349,27.507,on_person
1700000350,27.196,on_person
1700000351,27.672,on_person
1700000352,27.869,on_person
1700000353,27.556,on_person
1700000354,27.768,on_person
1700000355,27.677,on_person
1700000356,27.736,on_person
1700000357,27.419,on_person
1700000358,27.799,on_person
1700000359,27.524,on_person
1700000360,27.548,on_person
1700000361,27.323,on_person
1700000362,27.795,on_person
1700000363,27.572,on_person
1700000364,27.670,on_person
1700000365,27.699,on_person
1700000366,27.233,on_person
1700000367,27.571,on_person
1700000368,27.282,on_person
1700000369,27.540,on_person
1700000370,27.566,on_person
1700000371,27.652,on_person
1700000372,27.425,on_person
1700000373,27.541,on_person
1700000374,27.892,on_person
1700000375,27.810,on_person
1700000376,27.780,on_person
1700000377,27.674,on_person
1700000378,27.545,on_person
1700000379,27.425,on_person
1700000380,27.285,on_person
1700000381,27.612,on_person
1700000382,27.851,on_person
1700000383,27.827,on_person
1700000384,27.361,on_person
1700000385,27.409,on_person
1700000386,27.445,on_person
1700000387,27.729,on_person
1700000388,27.890,on_person
1700000389,27.449,on_person
1700000390,27.479,on_person
1700000391,27.568,on_person
1700000392,27.912,on_person
1700000393,27.860,on_person
1700000394,27.469,on_person
1700000395,27.807,on_person
1700000396,27.523,on_person
1700000397,27.952,on_person
1700000398,27.898,on_person
1700000399,28.012,on_person
1700000400,27.367,on_person
1700000401,27.322,on_person
1700000402,27.790,on_person
1700000403,27.521,on_person
1700000404,27.372,on_person
1700000405,27.536,on_person
1700000406,27.846,on_person
1700000407,27.806,on_person
1700000408,27.794,on_person
1700000409,27.663,on_person
1700000410,27.922,on_person
1700000411,27.757,on_person
1700000412,28.030,on_person
1700000413,27.667,on_person
1700000414,27.420,on_person
1700000415,27.686,on_person
1700000416,28.037,on_person
1700000417,28.003,on_person
1700000418,27.961,on_person
1700000419,27.480,on_person
1700000420,27.428,on_person
1700000421,27.657,on_person
1700000422,27.763,on_person
1700000423,27.596,on_person
1700000424,27.746,on_person
1700000425,27.612,on_person
1700000426,27.448,on_person
1700000427,27.556,on_person
1700000428,27.560,on_person
1700000429,28.020,on_person
1700000430,27.752,on_person
1700000431,27.971,on_person
1700000432,27.817,on_person
1700000433,27.636,on_person
1700000434,27.469,on_person
1700000435,28.022,on_person
1700000436,27.736,on_person
1700000437,27.875,on_person
1700000438,27.573,on_person
1700000439,27.887,on_person
1700000440,27.554,on_person
1700000441,27.477,on_person
1700000442,28.088,on_person
1700000443,27.981,on_person
1700000444,27.543,on_person
1700000445,27.744,on_person
1700000446,28.033,on_person
1700000447,27.968,on_person
1700000448,27.459,on_person
1700000449,27.671,on_person
1700000450,27.968,on_person
1700000451,27.531,on_person
1700000452,28.124,on_person
1700000453,28.059,on_person
1700000454,27.870,on_person
1700000455,27.837,on_person
1700000456,27.613,on_person
1700000457,27.704,on_person
1700000458,27.914,on_person
1700000459,27.656,on_person
1700000460,27.865,on_person
1700000461,27.611,on_person
1700000462,27.531,on_person
1700000463,27.624,on_person
1700000464,27.793,on_person
1700000465,27.797,on_person
1700000466,28.037,on_person
1700000467,27.682,on_person
1700000468,27.930,on_person
1700000469,28.133,on_person
1700000470,27.876,on_person
1700000471,27.563,on_person
1700000472,28.147,on_person
1700000473,27.730,on_person
1700000474,27.738,on_person
1700000475,28.086,on_person
1700000476,28.017,on_person
1700000477,27.738,on_person
1700000478,27.736,on_person
1700000479,27.738,on_person
1700000480,28.174,on_person
1700000481,27.665,on_person
1700000482,28.096,on_person
1700000483,28.167,on_person
1700000484,28.128,on_person
1700000485,27.559,on_person
1700000486,28.204,on_person
1700000487,27.786,on_person
1700000488,28.052,on_person
1700000489,28.070,on_person
1700000490,28.211,on_person
1700000491,27.850,on_person
1700000492,27.743,on_person
1700000493,27.984,on_person
1700000494,27.661,on_person
1700000495,27.931,on_person
1700000496,27.884,on_person
1700000497,27.874,on_person
1700000498,28.186,on_person
1700000499,27.642,on_person
1700000500,28.273,on_person
1700000501,27.736,on_person
1700000502,27.991,on_person
1700000503,27.692,on_person
1700000504,27.964,on_person
1700000505,28.107,on_person
1700000506,28.263,on_person
1700000507,27.761,on_person
1700000508,28.184,on_person
1700000509,27.891,on_person
1700000510,27.934,on_person
1700000511,28.169,on_person
1700000512,28.161,on_person
1700000513,28.103,on_person
1700000514,28.176,on_person
1700000515,28.198,on_person
1700000516,27.750,on_person
1700000517,28.298,on_person
1700000518,28.024,on_person
1700000519,27.847,on_person
1700000520,28.155,on_person
1700000521,28.127,on_person
1700000522,28.189,on_person
1700000523,27.973,on_person
1700000524,27.660,on_person
1700000525,27.837,on_person
1700000526,27.813,on_person
1700000527,27.935,on_person
1700000528,27.789,on_person
1700000529,27.841,on_person
1700000530,27.899,on_person
1700000531,27.962,on_person
1700000532,28.067,on_person
1700000533,27.723,on_person
1700000534,27.811,on_person
1700000535,28.150,on_person
1700000536,28.064,on_person
1700000537,27.686,on_person
1700000538,27.809,on_person
1700000539,27.740,on_person
1700000540,27.843,on_person
1700000541,28.287,on_person
1700000542,27.768,on_person
1700000543,28.141,on_person
1700000544,27.952,on_person
1700000545,28.073,on_person
1700000546,28.022,on_person
1700000547,27.984,on_person
1700000548,28.137,on_person
1700000549,28.383,on_person
1700000550,27.893,on_person
1700000551,27.803,on_person
1700000552,27.934,on_person
1700000553,28.077,on_person
1700000554,27.929,on_person
1700000555,28.264,on_person
1700000556,27.774,on_person
1700000557,28.147,on_person
1700000558,28.132,on_person
1700000559,28.372,on_person
1700000560,28.142,on_person
1700000561,27.789,on_person
1700000562,28.088,on_person
1700000563,28.409,on_person
1700000564,27.785,on_person
1700000565,27.768,on_person
1700000566,27.864,on_person
1700000567,28.200,on_person
1700000568,27.854,on_person
1700000569,28.360,on_person
1700000570,27.912,on_person
1700000571,27.785,on_person
1700000572,27.992,on_person
1700000573,27.984,on_person
1700000574,28.178,on_person
1700000575,28.249,on_person
1700000576,28.019,on_person
1700000577,28.057,on_person
1700000578,28.005,on_person
1700000579,28.132,on_person
1700000580,27.916,on_person
1700000581,28.451,on_person
1700000582,28.108,on_person
1700000583,28.125,on_person
1700000584,28.393,on_person
1700000585,28.179,on_person
1700000586,28.341,on_person
1700000587,27.877,on_person
1700000588,27.883,on_person
1700000589,28.335,on_person
1700000590,28.015,on_person
1700000591,28.289,on_person
1700000592,28.066,on_person
1700000593,28.107,on_person
1700000594,28.057,on_person
1700000595,28.469,on_person
1700000596,28.165,on_person
1700000597,28.451,on_person
1700000598,27.946,on_person
1700000599,28.378,on_person
